Year,Country name,Country iso,Occurrence,Total deaths,Affected,Injured,Homeless,Total affected,Total damage ('000 $)
1994,Mozambique,MOZ,1,240,2000000,2000,500000,2502000,0
1994,Myanmar,MMR,1,17,64970,0,0,64970,10000
1994,Philippines,PHL,10,186,1599548,162,317949,1917659,138413
1994,Russia,RUS,1,0,0,0,0,0,60000
1994,Somalia,SOM,1,30,0,0,0,0,0
1994,St Lucia,LCA,1,4,600,0,150,750,0
1994,Taiwan (China),TWN,5,45,457,131,0,588,457000
1994,Tanzania Uni Rep,TZA,1,4,0,0,2500,2500,0
1994,Thailand,THA,3,19,15000,0,0,15000,20000
1994,United States,USA,1,32,20000,22,0,20022,250000
1994,Viet Nam,VNM,1,30,11000,0,0,11000,45000
1995,Antigua and Barbuda,ATG,1,2,0,165,3537,3702,350000
1995,Australia,AUS,1,7,7000,15,30,7045,98000
1995,Bahamas,BHS,1,0,0,0,0,0,400
1995,Bangladesh,BGD,1,172,250000,0,0,250000,0
1995,Barbados,BRB,1,0,0,0,0,0,0
1995,Canada,CAN,1,2,0,0,0,0,100000
1995,China P Rep,CHN,1,445,0,0,25000,25000,87000
1995,Costa Rica,CRI,1,0,3262,0,4800,8062,6300
1995,Cuba,CUB,2,2,160,3,0,163,2000
1995,Dominica,DMA,2,2,0,1,5000,5001,195000
1995,Guadeloupe,GLP,1,0,0,0,0,0,50000
1995,Honduras,HND,1,18,0,22,0,22,0
1995,India,IND,2,222,12000,0,0,12000,48300
1995,Japan,JPN,1,3,500,0,0,500,9600
1995,Korea Rep,KOR,2,73,2400,160,2600,5160,565000
1995,Lao P Dem Rep,LAO,1,26,0,0,1000000,1000000,0
1995,Martinique,MTQ,1,0,0,0,0,0,160000
1995,Mexico,MEX,4,153,20800,0,43000,63800,2424700
1995,Montserrat,MSR,1,0,0,0,0,0,20000
1995,Netherlands Antilles,ANT,1,2,40000,0,0,40000,1000000
1995,Nicaragua,NIC,1,38,15085,0,0,15085,0
1995,Philippines,PHL,5,1218,2919526,2438,106000,3027964,317100
1995,Puerto Rico,PRI,2,1,98000,0,0,98000,300000
1995,St Kitts and Nevis,KNA,1,0,1800,0,0,1800,197000
1995,Thailand,THA,1,27,0,0,0,0,0
1995,United States,USA,3,38,84000,0,0,84000,5800000
1995,Viet Nam,VNM,1,16,23000,51,0,23051,21200
1995,Virgin Is (UK),VGB,1,0,0,0,0,0,10000
1995,Virgin Is (US),VIR,2,7,0,0,10000,10000,936000
1996,Australia,AUS,1,0,1500,10,250,1760,46700
1996,Bangladesh,BGD,2,549,82600,35791,0,118391,0
1996,Canada,CAN,1,0,0,0,0,0,100
1996,China P Rep,CHN,5,547,15100000,5300,10000,15115300,1920000
1996,Costa Rica,CRI,1,51,500000,0,0,500000,200000
1996,Cuba,CUB,1,0,269995,0,66681,336676,13000
1996,Dominican Rep,DOM,1,24,25000,0,0,25000,0
1996,El Salvador,SLV,1,12,0,0,0,0,10
1996,France,FRA,1,1,0,0,0,0,10
1996,Germany,DEU,1,0,0,0,0,0,500
1996,Guatemala,GTM,1,0,0,0,0,0,500
1996,Haiti,HTI,1,26,0,0,0,0,100
1996,Honduras,HND,2,1,0,0,0,0,1500
1996,India,IND,4,1537,9177100,0,0,9177100,1500300
1996,Ireland,IRL,1,2,0,0,0,0,1000
1996,Jamaica,JAM,1,0,0,0,800,800,3000
1996,Japan,JPN,1,6,5400,74,264,5738,0
1996,Madagascar,MDG,1,9,100000,0,0,100000,0
1996,Malaysia,MYS,1,270,1150,26,3000,4176,52000
1996,Martinique,MTQ,1,0,0,0,0,0,10
1996,Mauritius,MUS,1,3,0,0,0,0,0
1996,Mexico,MEX,3,10,0,80,18500,18580,10
1996,Mozambique,MOZ,1,11,200000,0,0,200000,14500
1996,Nicaragua,NIC,2,44,10724,0,0,10724,10100
1996,Philippines,PHL,1,26,36815,13,0,36828,38000
1996,Puerto Rico,PRI,1,18,57315,0,0,57315,500000
1996,Taiwan (China),TWN,2,65,0,0,0,0,1300000
1996,Thailand,THA,1,9,343386,0,0,343386,150000
1996,United Kingdom,GBR,1,5,12000,0,0,12000,300000
1996,United States,USA,1,39,4000,0,0,4000,3400000
1996,Viet Nam,VNM,4,789,666500,591,0,667091,600020
1996,Virgin Is (UK),VGB,1,0,0,3,0,3,2000
1997,Bangladesh,BGD,2,299,2792738,10063,1000000,3802801,0
1997,Belarus,BLR,1,5,21045,45,300,21390,33000
1997,Cambodia,KHM,1,25,0,0,0,0,10
1997,China P Rep,CHN,3,212,6865000,3699,44000,6912699,3609700
1997,Cook Is,COK,1,19,700,200,0,900,0
1997,Fiji,FJI,1,25,3500,0,0,3500,27000
1997,Guam,GUM,1,0,1400,20,5000,6420,200000
1997,Hong Kong (China),HKG,1,1,200,55,0,255,0
1997,India,IND,1,25,0,0,0,0,0
1997,Japan,JPN,2,7,67000,0,0,67000,100000
1997,Korea Dem P Rep,PRK,1,0,0,0,0,0,10
1997,Madagascar,MDG,2,174,520000,0,80000,600000,50000
1997,Malaysia,MYS,1,2,2115,0,0,2115,1000
1997,Mexico,MEX,2,230,753555,200,50000,803755,447800
1997,Mozambique,MOZ,1,0,0,0,0,0,50
1997,Papua New Guinea,PNG,1,32,0,0,7500,7500,0
1997,Peru,PER,1,518,580000,730,0,580730,12000
1997,Philippines,PHL,3,49,366765,5,0,366770,7500
1997,Taiwan (China),TWN,1,44,0,78,0,78,50000
1997,Thailand,THA,2,198,50000,394,0,50394,44500
1997,Tonga,TON,1,0,0,0,3000,3000,0
1997,Ukraine,UKR,1,11,0,0,0,0,34000
1997,United States,USA,1,0,0,0,0,0,0
1997,Viet Nam,VNM,3,3692,697225,907,383045,1081177,480000
1998,Antigua and Barbuda,ATG,1,2,0,25,2000,2025,100000
1998,Bangladesh,BGD,2,219,229440,504,0,229944,0
1998,Belize,BLZ,1,9,60000,0,0,60000,50
1998,China P Rep,CHN,1,5,0,0,0,0,98000
1998,Costa Rica,CRI,1,8,15000,0,1700,16700,91090
1998,Cuba,CUB,1,6,147000,0,0,147000,2000000
1998,Dominican Rep,DOM,1,347,855000,595,120000,975595,1981500
1998,El Salvador,SLV,1,475,84000,0,0,84000,388100
1998,Guadeloupe,GLP,1,0,0,0,0,0,5000
1998,Guatemala,GTM,1,384,105700,0,0,105700,748000
1998,Haiti,HTI,1,190,12000,29,0,12029,180000
1998,Honduras,HND,1,14600,2100000,12000,0,2112000,3793600
1998,India,IND,2,3121,4600000,893,0,4600893,469000
1998,Japan,JPN,4,40,49000,364,0,49364,3335500
1998,Mexico,MEX,2,11,1660,0,0,1660,1000
1998,Nicaragua,NIC,1,3332,868000,228,0,868228,987700
1998,Panama,PAN,1,3,7500,0,0,7500,50
1998,Philippines,PHL,4,594,7322133,866,0,7322999,235437
1998,Puerto Rico,PRI,1,0,0,0,0,0,1750000
1998,St Kitts and Nevis,KNA,1,5,10000,0,0,10000,400000
1998,Taiwan (China),TWN,2,13,400000,0,0,400000,129000
1998,Tonga,TON,2,0,3571,0,0,3571,0
1998,United States,USA,4,14,22153,6,519,22678,3204950
1998,Vanuatu,VUT,1,0,2400,0,0,2400,0
1998,Viet Nam,VNM,2,326,2481635,92,43010,2524737,108200
1998,Virgin Is (US),VIR,1,0,0,0,0,0,100000
1999,Anguilla,AIA,1,0,150,0,0,150,50
1999,Antigua and Barbuda,ATG,2,2,4500,18,1439,5957,0
1999,Australia,AUS,2,6,4000,0,672,4672,500000
1999,Bahamas,BHS,1,1,0,0,0,0,450000
1999,Bangladesh,BGD,1,0,0,0,0,0,0
1999,China P Rep,CHN,4,245,643800,3612,18100,665512,601800
1999,Colombia,COL,1,2,0,0,0,0,500
1999,Cuba,CUB,1,4,228067,0,26923,254990,0
1999,Dominica,DMA,1,0,400,0,315,715,0
1999,Fiji,FJI,1,12,0,0,1772,1772,3500
1999,Grenada,GRD,1,0,210,0,0,210,5500
1999,Guadeloupe,GLP,1,4,400,49,450,899,0
1999,Hong Kong (China),HKG,1,2,0,493,0,493,0
1999,India,IND,3,10378,13165696,4312,700000,13870008,2990000
1999,Japan,JPN,1,26,20000,438,6900,27338,5000000
1999,Korea Rep,KOR,1,4,0,0,514,514,4000
1999,Martinique,MTQ,1,0,400,0,200,600,0
1999,Mauritius,MUS,1,0,0,1000,0,1000,0
1999,Mexico,MEX,1,9,2000,0,2000,4000,0
1999,New Caledonia,NCL,1,0,0,0,0,0,0
1999,Pakistan,PAK,1,231,315040,155,220745,535940,10936
1999,Philippines,PHL,1,7,37200,22,4711,41933,1800
1999,Puerto Rico,PRI,1,1,0,0,0,0,150000
1999,Russia,RUS,1,12,0,0,0,0,0
1999,St Kitts and Nevis,KNA,1,0,1080,0,100,1180,41400
1999,St Lucia,LCA,1,0,0,0,200,200,0
1999,St Vincent and the Grenad,VCT,1,0,100,0,0,100,0
1999,Tajikistan,TJK,1,0,0,0,1500,1500,200
1999,United States,USA,4,82,3000000,10,0,3000010,7232500
1999,Virgin Is (US),VIR,1,3,0,0,0,0,180000
2000,Australia,AUS,3,1,1350,0,0,1350,150000
2000,Bangladesh,BGD,3,35,0,512,69500,70012,0
2000,Belize,BLZ,1,14,62000,570,0,62570,277460
2000,China P Rep,CHN,4,68,2446000,127,42165,2488292,238453
2000,El Salvador,SLV,1,1,100,0,0,100,0
2000,India,IND,2,0,30000,0,0,30000,0
2000,Japan,JPN,2,13,180900,41,0,180941,1700000
2000,Korea Dem P Rep,PRK,1,46,480000,180,147000,627180,6000000
2000,Korea Rep,KOR,2,33,0,0,711,711,82300
2000,Madagascar,MDG,2,153,1106208,1,0,1106209,9000
2000,Mexico,MEX,1,23,30000,0,0,30000,1000
2000,Mozambique,MOZ,2,18,0,4,300,304,1000
2000,Nicaragua,NIC,1,1,2300,0,0,2300,1000
2000,Philippines,PHL,6,394,6067076,355,120000,6187431,83464
2000,Reunion,REU,1,2,0,0,600,600,0
2000,Russia,RUS,1,9,0,0,0,0,50
2000,Sri Lanka,LKA,1,5,375000,0,0,375000,0
2000,Taiwan (China),TWN,2,103,0,102,2000,2102,285000
2000,Thailand,THA,1,2,41219,0,0,41219,0
2000,Viet Nam,VNM,2,20,0,33,6000,6033,26000
2001,Bahamas,BHS,1,0,0,0,0,0,300000
2001,Bangladesh,BGD,2,205,500,2200,0,2700,0
2001,Belize,BLZ,2,30,20000,0,0,20000,250000
2001,Cayman Islands,CYM,1,0,0,0,0,0,60000
2001,China P Rep,CHN,6,262,17919375,8299,213000,18140674,3551000
2001,Cook Is,COK,1,0,744,0,0,744,0
2001,Costa Rica,CRI,1,0,0,0,0,0,1000
2001,Cuba,CUB,1,5,5900000,12,0,5900012,100000
2001,Dominica,DMA,1,3,175,0,0,175,0
2001,Dominican Rep,DOM,1,3,0,0,0,0,10
2001,Fiji,FJI,1,1,0,0,0,0,0
2001,Guatemala,GTM,1,8,6435,11,0,6446,100
2001,Haiti,HTI,1,0,0,0,0,0,20
2001,Honduras,HND,1,21,61051,0,25270,86321,5000
2001,India,IND,2,78,25000,0,2000,27000,0
2001,Jamaica,JAM,1,1,0,0,200,200,55487
2001,Japan,JPN,2,16,8200,55,0,8255,1300000
2001,Mexico,MEX,5,5,5600,0,800,6400,401000
2001,Nicaragua,NIC,1,16,24866,0,0,24866,1000
2001,Philippines,PHL,4,583,3017245,480,100000,3117725,97361
2001,Taiwan (China),TWN,5,195,650000,339,2000,652339,1047000
2001,Tonga,TON,1,0,16500,0,0,16500,51300
2001,United States,USA,1,41,102000,0,70000,172000,6000000
2001,Vanuatu,VUT,2,2,505,0,295,800,0
2001,Viet Nam,VNM,3,53,177450,89,23100,200639,83200
2002,Bangladesh,BGD,2,80,100000,400,0,100400,0
2002,Barbados,BRB,1,0,0,0,2000,2000,200
2002,Cayman Islands,CYM,2,0,300,0,0,300,1500
2002,China P Rep,CHN,1,25,180000,0,0,180000,0
2002,Cuba,CUB,2,3,323970,0,0,323970,46000
2002,El Salvador,SLV,1,0,500,0,0,500,0
2002,Guam,GUM,2,1,10044,0,5100,15144,130000
2002,Guatemala,GTM,1,2,1500,0,0,1500,100
2002,Haiti,HTI,1,4,250,0,0,250,0
2002,India,IND,2,133,0,50,5000,5050,416
2002,Jamaica,JAM,2,4,1500,0,0,1500,1030
2002,Japan,JPN,2,5,100570,27,0,100597,5000
2002,Korea Dem P Rep,PRK,1,3,7401,0,0,7401,500
2002,Korea Rep,KOR,1,184,88625,0,0,88625,4200000
2002,Madagascar,MDG,3,23,521900,1200,5000,528100,181
2002,Mauritius,MUS,1,3,0,50,1000,1050,50000
2002,Mexico,MEX,3,16,509300,230,0,509530,840000
2002,Micronesia Fed States,FSM,2,47,1300,148,175,1623,500
2002,Nicaragua,NIC,1,2,300,0,0,300,1000
2002,Northern Mariana Is,MNP,1,0,0,0,300,300,0
2002,Oman,OMN,1,7,50,33,0,83,50000
2002,Philippines,PHL,3,102,711000,41,3000,714041,6664
2002,Reunion,REU,1,0,0,300,2800,3100,50000
2002,Russia,RUS,1,6,0,0,0,0,0
2002,Seychelles,SYC,1,0,6800,0,0,6800,0
2002,Solomon Is,SLB,1,0,0,10,1100,1110,0
2002,St Vincent and the Grenad,VCT,1,4,0,0,0,0,11000
2002,Taiwan (China),TWN,1,7,0,0,0,0,0
2002,United States,USA,2,1,13200,0,0,13200,2300000
2003,Bangladesh,BGD,2,51,0,400,0,400,0
2003,Bermuda,BMU,1,4,0,0,0,0,300000
2003,Canada,CAN,2,2,200,0,0,200,110000
2003,China P Rep,CHN,3,58,9120000,1020,68925,9189945,537938
2003,Dominican Rep,DOM,1,8,10000,0,0,10000,0
2003,Fiji,FJI,1,17,30000,0,0,30000,30000
2003,Hong Kong (China),HKG,2,4,3500,33,0,3533,0
2003,India,IND,4,100,140,4060,41000,45200,28000
2003,Japan,JPN,2,21,2230,173,0,2403,105000
2003,Korea Rep,KOR,1,130,65000,0,15000,80000,4500000
2003,Madagascar,MDG,3,89,114641,86,48023,162750,0
2003,Mexico,MEX,2,4,9000,0,0,9000,100000
2003,Micronesia Fed States,FSM,1,0,0,0,1000,1000,0
2003,Mozambique,MOZ,1,11,23000,10,0,23010,0
2003,New Caledonia,NCL,1,2,0,100,1000,1100,40000
2003,Philippines,PHL,6,93,347593,20,83203,430816,35229
2003,Puerto Rico,PRI,1,0,0,0,100,100,0
2003,Russia,RUS,1,0,0,0,0,0,0
2003,Solomon Is,SLB,2,0,275,0,150,425,0
2003,Taiwan (China),TWN,1,3,0,0,0,0,0
2003,United States,USA,2,16,225000,4,0,225004,3386000
2003,Viet Nam,VNM,1,0,0,18,5000,5018,0
2003,Zaire/Congo Dem Rep,COD,1,17,0,2500,20000,22500,0
2003,Zimbabwe,ZWE,1,8,0,0,0,0,0
2004,American Samoa,ASM,1,0,20000,60,3000,23060,150000
2004,Bahamas,BHS,3,12,9000,0,0,9000,1550000
2004,Barbados,BRB,1,1,0,0,880,880,5000
2004,Brazil,BRA,1,4,150000,60,0,150060,350000
2004,Cayman Islands,CYM,2,2,0,0,0,0,3435080
2004,China P Rep,CHN,2,190,8590000,4007,509350,9103357,2195000
2004,Cuba,CUB,2,4,205745,5,41500,247250,1200000
2004,Dominican Rep,DOM,3,15,14250,9,0,14259,297000
2004,Fiji,FJI,1,16,5000,0,0,5000,4000
2004,Grenada,GRD,1,39,60000,0,0,60000,889000
2004,Guam,GUM,2,1,300,0,0,300,1000
2004,Haiti,HTI,2,2757,302926,2620,16548,322094,51000
2004,Indonesia,IDN,1,0,1315,0,0,1315,0
2004,Jamaica,JAM,2,16,350120,6,0,350126,895000
2004,Japan,JPN,8,199,329556,1483,0,331039,15143500
2004,Korea Rep,KOR,3,14,0,0,2922,2922,251000
2004,Madagascar,MDG,2,395,773000,979,258450,1032429,250000
2004,Mexico,MEX,1,20,0,0,0,0,0
2004,Micronesia Fed States,FSM,1,1,6000,8,0,6008,0
2004,Myanmar,MMR,1,236,0,0,25000,25000,688
2004,Niue,NIU,1,1,200,2,500,702,40000
2004,Northern Mariana Is,MNP,1,3,200,0,0,200,0
2004,Philippines,PHL,7,1854,3232763,1311,2700,3236774,138867
2004,Puerto Rico,PRI,2,2,3500,0,0,3500,100000
2004,Russia,RUS,2,9,0,62,0,62,6000
2004,Samoa,WSM,1,1,0,0,0,0,0
2004,St Lucia,LCA,1,0,0,0,0,0,500
2004,St Vincent and the Grenad,VCT,1,0,1000,4,0,1004,5000
2004,Taiwan (China),TWN,5,79,8765,108,0,8873,407710
2004,Thailand,THA,1,1,4000,0,0,4000,0
2004,Tonga,TON,1,0,0,0,0,0,0
2004,Trinidad and Tobago,TTO,1,1,560,0,0,560,1000
2004,Turks and Caicos Is,TCA,1,0,200,0,0,200,0
2004,United States,USA,5,122,5070000,0,0,5070000,53062500
2004,Vanuatu,VUT,1,2,54000,8,0,54008,0
2004,Venezuela,VEN,1,5,1645,5,80,1730,0
2004,Viet Nam,VNM,2,70,500900,5,0,500905,30000
2004,Virgin Is (US),VIR,1,0,0,0,0,0,0
2005,American Samoa,ASM,1,0,0,0,0,0,0
2005,Bahamas,BHS,1,1,1500,0,0,1500,0
2005,Bangladesh,BGD,1,24,0,500,10000,10500,0
2005,Belize,BLZ,2,3,0,0,0,0,0
2005,Canary Is,SPI,1,19,0,0,0,0,375000
2005,China P Rep,CHN,6,323,31393000,8,13000,31406008,6690000
2005,Colombia,COL,1,0,3074,0,0,3074,0
2005,Cook Is,COK,1,0,600,8,0,608,0
2005,Costa Rica,CRI,1,1,1074,0,0,1074,20000
2005,Cuba,CUB,2,20,2600000,0,0,2600000,2100000
2005,Dominican Rep,DOM,1,9,1000,0,0,1000,0
2005,El Salvador,SLV,2,69,72141,0,0,72141,355700
2005,Grenada,GRD,1,1,1650,0,0,1650,0
2005,Guatemala,GTM,1,1513,474928,386,0,475314,988300
2005,Haiti,HTI,5,71,27740,53,185,27978,50500
2005,Honduras,HND,4,53,103869,0,0,103869,115500
2005,Jamaica,JAM,3,6,10396,0,0,10396,34500
2005,Japan,JPN,2,35,270090,144,0,270234,1000000
2005,Korea Rep,KOR,2,10,1100,0,0,1100,5500
2005,Madagascar,MDG,1,78,0,8,7977,7985,0
2005,Mexico,MEX,4,47,2669571,0,300000,2969571,7910000
2005,Morocco,MAR,1,1,0,0,0,0,50
2005,Nicaragua,NIC,2,7,7880,0,5763,13643,0
2005,Philippines,PHL,2,34,20011,0,0,20011,2000
2005,Samoa,WSM,1,9,0,0,0,0,0
2005,St Vincent and the Grenad,VCT,1,0,530,0,0,530,0
2005,Taiwan (China),TWN,4,17,1500,139,0,1639,239000
2005,Thailand,THA,1,10,2000,0,0,2000,20000
2005,Tokelau,TKL,1,0,0,1,25,26,0
2005,Trinidad and Tobago,TTO,1,0,0,0,0,0,0
2005,United States,USA,4,1852,830000,0,0,830000,157530000
2005,Viet Nam,VNM,3,103,361132,28,0,361160,250250
2006,Australia,AUS,3,0,2000,30,7000,9030,1182354
2006,Bangladesh,BGD,3,146,9135,565,2400,12100,0
2006,China P Rep,CHN,6,1483,55223000,1362,2000,55226362,7577000
2006,Cuba,CUB,1,0,260,8,0,268,0
2006,Fiji,FJI,1,0,168,0,0,168,0
2006,Haiti,HTI,1,5,15000,0,0,15000,0
2006,India,IND,1,114,0,300,150000,150300,0
2006,Japan,JPN,1,10,12000,448,0,12448,2500000
2006,Madagascar,MDG,2,4,6112,0,404,6516,0
2006,Mexico,MEX,3,15,270700,0,0,270700,2700
2006,Myanmar,MMR,1,34,60075,31,0,60106,0
2006,Philippines,PHL,10,1805,7819149,2659,0,7821808,330921
2006,Taiwan (China),TWN,2,3,800,0,0,800,0
2006,United States,USA,1,6,140,0,0,140,32860
2006,Viet Nam,VNM,4,387,2943720,1885,350680,3296285,1080000
2007,Australia,AUS,1,2,730,0,90,820,100000
2007,Bahamas,BHS,1,1,7000,0,0,7000,0
2007,Bangladesh,BGD,2,4275,8923259,55282,225,8978766,2300000
2007,Belize,BLZ,1,0,20000,0,0,20000,14847
2007,China P Rep,CHN,3,48,8000000,0,0,8000000,2606343
2007,Cuba,CUB,2,1,192488,0,0,192488,500000
2007,Dominica,DMA,1,2,7500,30,0,7530,20000
2007,Dominican Rep,DOM,3,163,142933,0,0,142933,162700
2007,El Salvador,SLV,1,0,2800,0,0,2800,0
2007,Fiji,FJI,2,1,69,0,0,69,652
2007,Guadeloupe,GLP,1,0,0,0,0,0,300000
2007,Guatemala,GTM,1,0,3905,0,0,3905,0
2007,Haiti,HTI,3,102,114680,141,260,115081,0
2007,Honduras,HND,1,1,19500,0,0,19500,6579
2007,India,IND,1,0,0,0,0,0,0
2007,Iran Islam Rep,IRN,1,12,160000,9,0,160009,0
2007,Jamaica,JAM,2,5,32000,0,1188,33188,300000
2007,Japan,JPN,3,13,40900,94,0,40994,1060000
2007,Korea Dem P Rep,PRK,1,0,0,0,1649,1649,0
2007,Korea Rep,KOR,1,20,0,2,600,602,70000
2007,Madagascar,MDG,3,84,210495,16,12000,222511,240000
2007,Martinique,MTQ,1,1,0,6,0,6,300000
2007,Mauritius,MUS,1,2,0,0,0,0,0
2007,Mexico,MEX,4,20,173000,0,30000,203000,600000
2007,Mozambique,MOZ,1,10,162700,70,0,162770,0
2007,New Zealand,NZL,1,0,300,0,0,300,0
2007,Nicaragua,NIC,1,188,188726,0,0,188726,0
2007,Oman,OMN,1,76,20000,0,0,20000,3900000
2007,Pakistan,PAK,1,242,1650000,0,0,1650000,1620000
2007,Papua New Guinea,PNG,1,172,162140,0,0,162140,0
2007,Philippines,PHL,9,89,1922285,24,0,1922309,10215
2007,Puerto Rico,PRI,1,1,0,0,0,0,0
2007,Reunion,REU,1,2,0,90,0,90,0
2007,St Lucia,LCA,1,1,0,0,0,0,40000
2007,Taiwan (China),TWN,2,18,1000,79,1800,2879,60000
2007,United States,USA,1,7,0,0,0,0,0
2007,Viet Nam,VNM,1,96,637755,150,47525,685430,191000
2007,Zimbabwe,ZWE,1,0,0,0,0,0,1200
2008,Antigua and Barbuda,ATG,1,0,25800,0,0,25800,0
2008,Bahamas,BHS,2,0,3000,0,0,3000,0
2008,Bangladesh,BGD,2,27,0,400,0,400,0
2008,Belize,BLZ,1,7,10000,0,0,10000,0
2008,Cayman Islands,CYM,2,0,0,0,0,0,0
2008,China P Rep,CHN,7,56,1649000,6,0,1649006,1259000
2008,Costa Rica,CRI,1,4,55000,0,0,55000,0
2008,Cuba,CUB,4,7,499445,19,0,499464,3572000
2008,Dominican Rep,DOM,3,13,17000,2,0,17002,0
2008,Fiji,FJI,1,7,0,0,0,0,0
2008,Guatemala,GTM,1,17,0,0,0,0,0
2008,Haiti,HTI,4,698,246160,86,30,246276,0
2008,Honduras,HND,1,0,0,0,0,0,0
2008,Hong Kong (China),HKG,3,2,0,207,0,207,380
2008,Jamaica,JAM,2,13,4000,0,0,4000,66198
2008,Madagascar,MDG,3,105,338248,580,194338,533166,60000
2008,Mexico,MEX,1,2,500000,0,0,500000,75000
2008,Mozambique,MOZ,1,9,165000,13,55000,220013,20000
2008,Myanmar,MMR,1,138366,2400000,20000,0,2420000,4000000
2008,Nicaragua,NIC,1,13,25000,0,0,25000,0
2008,Philippines,PHL,11,819,6846388,946,4645,6851979,441625
2008,Sri Lanka,LKA,1,9,50000,0,0,50000,0
2008,Taiwan (China),TWN,5,54,0,88,0,88,142400
2008,Thailand,THA,2,0,0,0,1000,1000,0
2008,Turks and Caicos Is,TCA,3,4,1500,0,0,1500,500000
2008,United States,USA,5,144,2300400,0,0,2300400,38540000
2008,Viet Nam,VNM,5,254,143830,159,12660,156649,190500
2009,Australia,AUS,1,0,400,0,0,400,0
2009,Bangladesh,BGD,2,197,3947363,7187,0,3954550,270000
2009,Bhutan,BTN,1,12,0,0,0,0,0
2009,Cambodia,KHM,2,19,178000,91,0,178091,0
2009,Canada,CAN,1,0,0,3,0,3,0
2009,China P Rep,CHN,4,33,12000000,62,0,12000062,1752595
2009,El Salvador,SLV,1,275,75000,0,15000,90000,939000
2009,Fiji,FJI,1,2,3845,0,0,3845,13300
2009,Hong Kong (China),HKG,1,0,300,50,0,350,0
2009,India,IND,2,116,5100000,0,0,5100000,300000
2009,Japan,JPN,2,16,7000,119,0,7119,1000000
2009,Lao P Dem Rep,LAO,1,16,128796,91,0,128887,100000
2009,Madagascar,MDG,3,27,122687,10,8102,130799,5000
2009,Mexico,MEX,2,4,112000,0,0,112000,40000
2009,Mozambique,MOZ,1,0,600,3,6500,7103,3000
2009,Nicaragua,NIC,1,0,19897,0,0,19897,0
2009,Philippines,PHL,13,1242,12220696,867,0,12221563,932698
2009,Taiwan (China),TWN,1,630,2307477,46,0,2307523,250000
2009,United States,USA,2,9,0,9,0,9,600000
2009,Viet Nam,VNM,3,306,2867820,1005,108635,2977460,1065200
2010,Antigua and Barbuda,ATG,1,0,5000,0,0,5000,12600
2010,Australia,AUS,1,1,0,0,0,0,0
2010,Bangladesh,BGD,2,11,256910,200,0,257110,0
2010,Barbados,BRB,1,0,2500,0,0,2500,0
2010,Belize,BLZ,1,0,0,0,0,0,0
2010,China P Rep,CHN,4,80,1000000,0,186000,1186000,718785
2010,Cook Is,COK,1,0,2194,8,0,2202,0
2010,Costa Rica,CRI,1,0,0,0,0,0,0
2010,Dominican Rep,DOM,1,0,12000,0,0,12000,0
2010,El Salvador,SLV,3,17,9217,3,2800,12020,20000
2010,Fiji,FJI,1,2,39101,0,0,39101,39427
2010,French Polynesia,PYF,1,1,3400,11,0,3411,11000
2010,Guatemala,GTM,3,174,399988,154,0,400142,650000
2010,Haiti,HTI,1,21,5020,0,0,5020,0
2010,Honduras,HND,2,22,16673,4,7998,24675,90000
2010,Hong Kong (China),HKG,1,1,15000,0,0,15000,0
2010,India,IND,3,168,0,0,500000,500000,0
2010,Jamaica,JAM,1,15,2480,26,0,2506,150000
2010,Korea Dem P Rep,PRK,1,20,40000,0,0,40000,0
2010,Korea Rep,KOR,1,12,41500,0,0,41500,0
2010,Madagascar,MDG,1,120,192000,132,0,192132,0
2010,Mexico,MEX,4,43,555075,0,0,555075,5900000
2010,Myanmar,MMR,1,45,260000,49,0,260049,57000
2010,Nicaragua,NIC,2,5,0,0,0,0,0
2010,Oman,OMN,1,16,0,0,0,0,1000000
2010,Pakistan,PAK,1,23,4000,0,0,4000,80000
2010,Philippines,PHL,3,212,2595412,133,0,2595545,284420
2010,Solomon Is,SLB,1,0,0,0,590,590,0
2010,St Lucia,LCA,1,14,181000,0,0,181000,500
2010,St Vincent and the Grenad,VCT,1,0,6000,0,100,6100,25000
2010,Taiwan (China),TWN,2,34,0,100,0,100,73100
2010,United States,USA,2,9,0,0,0,0,100000
2010,Venezuela,VEN,1,8,0,0,0,0,0
2010,Viet Nam,VNM,3,35,32960,20,1620,34600,44500
2011,Australia,AUS,1,1,7300,0,0,7300,2500000
2011,Bahamas,BHS,1,0,10000,0,0,10000,40000
2011,Canada,CAN,1,1,0,0,0,0,0
2011,China P Rep,CHN,4,26,4649800,0,0,4649800,701585
2011,Dominica,DMA,1,0,144,0,96,240,0
2011,Dominican Rep,DOM,2,7,44000,0,0,44000,30000
2011,Guatemala,GTM,1,5,0,0,0,0,0
2011,Haiti,HTI,2,3,2500,4,540,3044,0
2011,India,IND,1,47,0,0,250000,250000,375625
2011,Japan,JPN,2,81,1300,308,0,1608,2470000
2011,Korea Dem P Rep,PRK,1,10,5612,887,0,6499,0
2011,Madagascar,MDG,1,35,89297,73,25845,115215,0
2011,Martinique,MTQ,1,1,0,0,0,0,0
2011,Mexico,MEX,5,43,550450,0,0,550450,97700
2011,Oman,OMN,1,14,0,200,0,200,0
2011,Papua New Guinea,PNG,1,0,0,0,0,0,0
2011,Philippines,PHL,12,1782,9462385,6291,0,9468676,527238
2011,Puerto Rico,PRI,2,1,1500,0,771,2271,500000
