year,"Country iso","Country name",occurrence,"Total deaths",Affected,Injured,Homeless,"Total affected","Total damage ('000 $)"
1979,IRN,"Iran Islam Rep",3,565,20000,278,0,20278,0
1979,ITA,Italy,1,5,0,0,5000,5000,0
1979,JPN,Japan,1,27,0,0,0,0,0
1979,PRK,"Korea Dem P Rep",1,0,0,0,0,0,0
1979,MEX,Mexico,1,5,7500,35,0,7535,30000
1979,PER,Peru,1,13,0,1000,100,1100,0
1979,YUG,Yugoslavia,2,121,300000,180,10000,310180,450000
1980,DZA,Algeria,2,2635,478948,8459,443000,930407,5200000
1980,AZO,Azores,1,69,21300,600,0,21900,0
1980,ECU,Ecuador,1,8,0,40,0,40,0
1980,GRC,Greece,1,1,0,17,0,17,0
1980,HND,Honduras,1,2,0,0,0,0,0
1980,IND,India,2,13,0,48,0,48,0
1980,IDN,Indonesia,2,0,20000,0,0,20000,0
1980,IRN,"Iran Islam Rep",3,50,0,100,0,100,0
1980,ITA,Italy,1,4689,400000,7700,0,407700,20000000
1980,JPN,Japan,2,2,0,80,0,80,0
1980,MEX,Mexico,2,67,6000,360,0,6360,0
1980,NPL,Nepal,1,100,200000,5600,35000,240600,245000
1980,PER,Peru,1,7,3000,0,0,3000,0
1980,SUN,"Soviet Union",1,87,0,0,0,0,5000
1980,USA,"United States",1,0,0,2,0,2,0
1980,VEN,Venezuela,1,0,150,36,0,186,0
1980,YUG,Yugoslavia,1,0,5000,100,0,5100,0
1981,CHN,"China P Rep",1,150,25000,850,0,25850,0
1981,COL,Colombia,1,10,0,0,0,0,0
1981,GRC,Greece,2,24,80450,400,0,80850,900000
1981,IND,India,1,212,0,0,0,0,0
1981,IDN,Indonesia,1,306,2682,0,0,2682,0
1981,IRN,"Iran Islam Rep",2,3200,30000,4000,0,34000,1005000
1981,ITA,Italy,2,12,300,6,0,306,0
1981,MEX,Mexico,1,3,0,28,0,28,0
1981,PAK,Pakistan,2,256,225,2012,0,2237,0
1981,PER,Peru,2,18,12156,115,0,12271,0
1981,VEN,Venezuela,1,15,0,0,0,0,5000
1981,YUG,Yugoslavia,1,0,0,44,0,44,0
1982,AFG,Afghanistan,1,500,35000,3000,0,38000,1000
1982,ALB,Albania,1,1,0,5,5000,5005,0
1982,BOL,Bolivia,1,20,0,0,0,0,0
1982,CHN,"China P Rep",1,10,0,5,0,5,0
1982,SLV,"El Salvador",1,20,30000,0,2500,32500,0
1982,GTM,Guatemala,1,20,0,0,0,0,5000
1982,HND,Honduras,1,0,500,0,0,500,0
1982,IDN,Indonesia,2,13,21400,417,2000,23817,4950
1982,ITA,Italy,2,0,6000,0,0,6000,35000
1982,JPN,Japan,1,0,1000,100,0,1100,0
1982,MEX,Mexico,1,9,0,17,0,17,0
1982,PER,Peru,1,3,0,0,0,0,0
1982,PHL,Philippines,1,0,0,0,0,0,0
1982,POL,Poland,1,0,1050,0,0,1050,0
1982,ZAF,"South Africa",1,17,0,0,0,0,0
1982,YMN,"Yemen Arab Rep",1,1507,400000,1500,0,401500,2000000
1983,AFG,Afghanistan,1,12,27440,483,6580,34503,3000
1983,BEL,Belgium,1,2,1000,30,0,1030,50000
1983,CHL,Chile,1,4,1500,24,0,1524,0
1983,CHN,"China P Rep",1,34,0,2200,16500,18700,0
1983,COL,Colombia,1,250,35000,1200,0,36200,410900
1983,CRI,"Costa Rica",2,12,5475,60,0,5535,1000
1983,GRC,Greece,1,0,480,7,0,487,0
1983,GIN,Guinea,1,275,20000,1436,0,21436,0
1983,IDN,Indonesia,1,0,0,100,0,100,1000
1983,IRN,"Iran Islam Rep",2,33,7005,102,375,7482,5000
1983,ITA,Italy,1,0,20000,30,1000,21030,0
1983,JPN,Japan,1,1,0,28,0,28,0
1983,PAK,Pakistan,1,24,0,543,0,543,3000
1983,PNG,"Papua New Guinea",1,10,0,0,0,0,0
1983,PER,Peru,1,10,0,0,0,0,0
1983,PHL,Philippines,1,19,1725,176,0,1901,2227
1983,SUN,"Soviet Union",1,0,0,0,14000,14000,0
1983,TUR,Turkey,1,1346,800000,1137,33000,834137,25000
1983,USA,"United States",3,2,1500,53,0,1553,52250
1983,YUG,Yugoslavia,1,12,0,0,0,0,0
1984,AFG,Afghanistan,1,1,0,35,0,35,5000
1984,IND,India,1,20,800,100,10000,10900,0
1984,IDN,Indonesia,2,2,1750,197,0,1947,1000
1984,ITA,Italy,3,4,5000,285,4300,9585,0
1984,JPN,Japan,2,20,0,9,0,9,43000
1984,PAK,Pakistan,1,4,0,12,0,12,0
1984,SUN,"Soviet Union",1,0,0,100,20000,20100,0
1984,TUR,Turkey,2,6,750000,73,0,750073,0
1985,DZA,Algeria,1,30,0,0,0,0,1000
1985,ASM,"American Samoa",1,0,0,0,0,0,0
1985,ARG,Argentina,1,6,45000,238,0,45238,0
1985,CHL,Chile,1,180,979792,2483,500000,1482275,1500000
1985,CHN,"China P Rep",3,90,0,520,16000,16520,0
1985,GRC,Greece,1,0,186,0,0,186,0
1985,GTM,Guatemala,1,0,1500,0,3500,5000,0
1985,IDN,Indonesia,1,10,0,7,0,7,0
1985,IRN,"Iran Islam Rep",1,1,7000,80,0,7080,0
1985,JPN,Japan,1,0,0,20,0,20,0
1985,MEX,Mexico,1,9500,2000000,30204,100000,2130204,4104000
1985,PAK,Pakistan,1,5,12000,38,0,12038,2000
1985,PNG,"Papua New Guinea",1,0,0,0,0,0,1000
1985,PER,Peru,1,0,0,100,300,400,0
1985,PHL,Philippines,1,2,150,25,0,175,0
1985,SUN,"Soviet Union",1,29,8000,80,0,8080,0
1985,TUR,Turkey,2,0,665,14,65,744,0
1985,VUT,Vanuatu,1,0,0,0,0,0,0
1985,YUG,Yugoslavia,1,0,1500,16,0,1516,0
1986,BRA,Brazil,1,1,15000,0,8000,23000,5000
1986,BGR,Bulgaria,1,3,0,60,3000,3060,0
1986,CHN,"China P Rep",1,0,0,0,290,290,0
1986,SLV,"El Salvador",1,1100,500000,20000,250000,770000,1500000
1986,GRC,Greece,1,20,45000,300,0,45300,745000
1986,GTM,Guatemala,1,0,2500,0,0,2500,0
1986,IND,India,1,6,0,30,0,30,5000
1986,IRN,"Iran Islam Rep",2,1,1900,4,0,1904,0
1986,PAK,Pakistan,1,0,750,0,0,750,0
1986,PNG,"Papua New Guinea",1,0,1000,0,0,1000,500
1986,PER,Peru,2,16,8000,80,100,8180,22000
1986,SUN,"Soviet Union",2,3,225000,558,4500,230058,730000
1986,TWN,"Taiwan (China)",1,13,0,46,0,46,0
1986,TUR,Turkey,2,15,20750,103,250,21103,0
1986,USA,"United States",1,0,150,29,0,179,720
1986,VEN,Venezuela,2,3,150,50,800,1000,1000
1987,DZA,Algeria,1,1,3145,7,0,3152,1000
1987,CHL,Chile,1,5,0,112,5000,5112,1000
1987,CHN,"China P Rep",3,0,187085,84,7000,194169,0
1987,ECU,Ecuador,2,5002,0,6,150000,150006,1500000
1987,IDN,Indonesia,2,127,31000,101,1000,32101,5000
1987,IRN,"Iran Islam Rep",3,2,3925,50,0,3975,0
1987,JPN,Japan,1,2,22599,53,0,22652,0
1987,MEX,Mexico,1,2,3000,50,0,3050,0
1987,NZL,"New Zealand",1,1,7000,25,0,7025,210000
1987,PNG,"Papua New Guinea",1,1,4000,0,0,4000,2625
1987,ZAF,"South Africa",1,9,285,25,0,310,0
1987,USA,"United States",2,8,2200,94,0,2294,217000
1988,ALB,Albania,1,0,690,0,0,690,0
1988,DZA,Algeria,1,0,0,57,200,257,0
1988,BGD,Bangladesh,1,2,0,100,0,100,0
1988,CHN,"China P Rep",2,939,1050000,3424,267000,1320424,269000
1988,GRC,Greece,1,0,0,25,0,25,0
1988,GTM,Guatemala,2,5,500,0,1550,2050,0
1988,IND,India,2,384,20000000,3778,0,20003778,72500
1988,IRN,"Iran Islam Rep",3,1,16500,54,0,16554,0
1988,NPL,Nepal,1,709,300000,1016,0,301016,60000
1988,SLB,"Solomon Is",1,1,0,0,500,500,0
1988,ZAF,"South Africa",1,8,0,28,0,28,0
1988,SUN,"Soviet Union",1,25000,1100000,12000,530000,1642000,14000000
1988,UGA,Uganda,1,0,2000,0,0,2000,0
1989,DZA,Algeria,1,22,12000,184,0,12184,0
1989,AUS,Australia,1,12,2000,115,0,2115,1000000
1989,BGD,Bangladesh,1,1,0,100,0,100,0
1989,CHN,"China P Rep",5,42,102800,392,142850,246042,218000
1989,IDN,Indonesia,3,120,17190,203,5500,22893,0
1989,IRN,"Iran Islam Rep",2,100,1500,17,200,1717,0
1989,MWI,Malawi,1,9,0,100,50000,50100,28000
1989,MEX,Mexico,1,3,0,350,0,350,0
1989,SUN,"Soviet Union",1,274,12000,51,0,12051,24800
1989,USA,"United States",2,67,300,3757,15,4072,5600000
1989,VEN,Venezuela,1,0,0,0,2000,2000,0
1990,BGR,Bulgaria,1,1,0,0,0,0,0
1990,CHN,"China P Rep",2,127,54574,2065,7696,64335,58350
1990,CRI,"Costa Rica",2,1,300,309,14000,14609,19500
1990,ECU,Ecuador,1,4,6500,10,0,6510,0
1990,FJI,Fiji,2,0,0,0,0,0,0
1990,GRC,Greece,2,1,0,61,0,61,0
1990,IDN,Indonesia,3,6,9140,171,0,9311,2100
1990,IRN,"Iran Islam Rep",2,40021,521000,105090,106310,732400,8232300
1990,ITA,Italy,2,21,0,216,2500,2716,500000
1990,KEN,Kenya,1,0,0,0,0,0,0
1990,NIC,Nicaragua,1,0,0,0,0,0,0
1990,PAK,Pakistan,3,22,0,296,0,296,1000
1990,PNG,"Papua New Guinea",1,0,0,0,0,0,0
1990,PER,Peru,1,200,70000,800,30000,100800,1000
1990,PHL,Philippines,3,2417,1628540,3532,0,1632072,370500
1990,ROU,Romania,1,9,0,700,0,700,0
1990,ZAF,"South Africa",1,10,0,6,0,6,0
1990,SUN,"Soviet Union",4,5,0,8,24500,24508,0
1990,SDN,Sudan,1,0,8000,0,0,8000,0
1990,UGA,Uganda,2,0,0,0,0,0,0
1990,GBR,"United Kingdom",1,0,0,0,0,0,0
1990,USA,"United States",2,0,120,30,0,150,12700
1990,VUT,Vanuatu,3,0,0,2,0,2,0
1990,YUG,Yugoslavia,1,8,0,120,0,120,0
1991,AFG,Afghanistan,2,154,7000,0,0,7000,0
1991,CHN,"China P Rep",2,1,282205,545,600,283350,0
1991,COL,Colombia,1,2,570,2,295,867,0
1991,CRI,"Costa Rica",3,47,6470,199,3900,10569,100000
1991,GEO,Georgia,1,8,2190,200,1350,3740,0
1991,GTM,Guatemala,1,14,23800,90,0,23890,0
1991,IND,India,1,1500,53000,1383,0,54383,60000
1991,IDN,Indonesia,2,28,16000,191,1000,17191,18000
1991,IRN,"Iran Islam Rep",1,0,1450,51,0,1501,0
1991,IRQ,Iraq,1,20,0,0,500,500,0
1991,MMR,Myanmar,1,0,160,0,0,160,0
1991,PAK,Pakistan,1,300,174755,574,29465,204794,10000
1991,PAN,Panama,2,30,10500,596,9000,20096,0
1991,PER,Peru,2,64,46500,785,0,47285,0
1991,ROU,Romania,2,0,1845,5,4000,5850,0
1991,SUN,"Soviet Union",4,274,95000,1500,160000,256500,1700000
1991,USA,"United States",1,2,0,100,0,100,33500
1991,YEM,Yemen,1,10,0,39,40000,40039,0
1992,AFG,Afghanistan,1,14,0,0,0,0,0
1992,DZA,Algeria,1,0,2250,0,0,2250,0
1992,BEL,Belgium,1,0,0,0,0,0,100000
1992,CHN,"China P Rep",1,0,16000,0,0,16000,3150
1992,COL,Colombia,1,11,0,135,1500,1635,0
1992,CUB,Cuba,1,0,5829,40,0,5869,0
1992,EGY,Egypt,1,552,57700,9929,25020,92649,1200000
1992,GEO,Georgia,1,1,0,10,0,10,0
1992,DEU,Germany,1,1,1500,25,0,1525,50000
1992,IDN,Indonesia,2,2500,0,2104,97500,99604,100000
1992,IRN,"Iran Islam Rep",1,5,0,50,4000,4050,0
1992,JPN,Japan,1,0,0,32,0,32,0
1992,KGZ,Kyrgyzstan,2,58,104168,100,32538,136806,161000
1992,NLD,Netherlands,1,0,0,20,0,20,0
1992,NIC,Nicaragua,1,179,5690,489,0,6179,25000
1992,PAK,Pakistan,2,40,0,100,2000,2100,0
1992,TUR,Turkey,1,653,250000,3850,95000,348850,750000
1992,USA,"United States",3,1,0,394,0,394,275000
1992,UZB,Uzbekistan,1,9,50000,0,0,50000,0
1992,COD,"Zaire/Congo Dem Rep",1,9,0,61,250,311,0
1993,CHN,"China P Rep",2,0,107220,70,35360,142650,0
1993,COL,Colombia,1,2,3011,60,0,3071,0
1993,CRI,"Costa Rica",1,3,200,40,0,240,0
1993,GRC,Greece,2,1,2100,21,0,2121,0
1993,GUM,Guam,1,0,0,71,0,71,120000
1993,IND,India,2,9748,500,30025,0,30525,280000
1993,IRN,"Iran Islam Rep",2,24,4000,52,1000,5052,0
1993,JPN,Japan,1,2,9800,722,0,10522,358000
1993,MEX,Mexico,1,0,0,0,0,0,0
1993,NPL,Nepal,1,0,230,55,0,285,0
1993,PNG,"Papua New Guinea",1,53,10000,200,10000,20200,5000
1993,PER,Peru,1,6,120,25,0,145,0
1993,SDN,Sudan,1,3,0,15,0,15,0
1993,USA,"United States",1,2,3000,0,0,3000,7500
1993,WLF,"Wallis and Futuna Is",1,5,0,20,0,20,0
1994,AFG,Afghanistan,1,160,100000,330,0,100330,0
1994,DZA,Algeria,1,171,12500,289,0,12789,0
1994,AUS,Australia,1,0,5000,5,20,5025,0
1994,BOL,Bolivia,1,5,0,0,0,0,0
1994,CHN,"China P Rep",3,1,5780,865,0,6645,0
1994,COL,Colombia,1,271,12461,158,24797,37416,2400
1994,IDN,Indonesia,5,454,248324,2009,10330,260663,172676
1994,IRN,"Iran Islam Rep",3,14,16510,131,0,16641,1400
1994,JPN,Japan,2,7,0,1785,0,1785,170400
1994,PHL,Philippines,2,81,266925,174,3985,271084,3700
1994,RUS,Russia,1,11,0,242,2100,2342,0
1994,UGA,Uganda,1,7,50000,0,0,50000,70000
1994,USA,"United States",2,60,225,7000,20000,27225,30002100
1994,VUT,Vanuatu,1,0,0,0,0,0,0
1995,CHL,Chile,1,3,1200,58,575,1833,1660
1995,CHN,"China P Rep",3,71,1000000,493,25000,1025493,116100
1995,COL,Colombia,3,55,14682,269,3250,18201,0
1995,CYP,Cyprus,1,2,1710,5,150,1865,4340
1995,ECU,Ecuador,2,3,200,90,600,890,0
1995,EGY,Egypt,1,10,0,69,0,69,0
1995,GRC,Greece,2,52,22500,160,6300,28960,872700
1995,IDN,Indonesia,3,99,54315,1932,35685,91932,0
1995,JPN,Japan,2,5297,257355,34531,251301,543187,100000000
1995,MEX,Mexico,3,64,54735,125,12275,67135,21100
1995,MMR,Myanmar,1,0,0,0,0,0,0
1995,PHL,Philippines,1,0,0,0,0,0,0
1995,RUS,Russia,1,1989,0,750,0,750,64100
1995,THA,Thailand,1,0,0,0,0,0,0
1995,TUR,Turkey,1,94,120000,240,40000,160240,205800
1996,AFG,Afghanistan,1,0,2500,0,750,3250,0
1996,CHN,"China P Rep",4,353,3470000,17490,1823870,5311360,530000
1996,HRV,Croatia,1,0,0,0,2000,2000,0
1996,ECU,Ecuador,1,27,15000,180,15525,30705,7000
1996,GRC,Greece,1,0,1500,0,0,1500,0
1996,IDN,Indonesia,2,175,20125,423,18090,38638,5400
1996,PER,Peru,1,14,55355,585,20030,75970,0
1996,TUR,Turkey,1,0,17000,6,9000,26006,30000
1997,AFG,Afghanistan,1,5,0,0,0,0,10
1997,ARM,Armenia,1,0,15000,0,0,15000,33333
1997,BGD,Bangladesh,1,23,0,200,0,200,0
1997,CHL,Chile,1,8,40000,98,13000,53098,48000
1997,CHN,"China P Rep",4,32,585000,224,190000,775224,0
1997,IND,India,1,43,125000,1500,30000,156500,37000
1997,IDN,Indonesia,1,20,2805,300,0,3105,1100
1997,IRN,"Iran Islam Rep",4,2768,152000,7200,64000,223200,206000
1997,ITA,Italy,1,14,0,100,38000,38100,4524900
1997,KGZ,Kyrgyzstan,1,0,1200,0,30,1230,2000
1997,MEX,Mexico,2,1,17000,0,0,17000,0
1997,PAK,Pakistan,1,50,0,100,10000,10100,0
1997,ZAF,"South Africa",1,15,0,46,0,46,0
1997,TTO,"Trinidad and Tobago",1,0,0,2,15,17,25000
1997,VEN,Venezuela,1,80,0,683,3500,4183,81000
1998,AFG,Afghanistan,3,7023,102000,2753,45000,149753,20000
1998,ALB,Albania,1,0,2100,0,0,2100,0
1998,AUT,Austria,1,0,0,0,0,0,0
1998,AZE,Azerbaijan,1,1,700000,10,0,700010,0
1998,AZO,Azores,1,10,0,100,1000,1100,72000
1998,BOL,Bolivia,1,95,11100,50,6900,18050,0
1998,CHN,"China P Rep",7,55,1073655,13690,97600,1184945,378100
1998,ECU,Ecuador,1,3,1250,40,750,2040,0
1998,IDN,Indonesia,2,34,4110,88,2750,6948,200000
1998,IRN,"Iran Islam Rep",4,22,9105,185,0,9290,0
1998,ITA,Italy,1,0,900,5,0,905,0
1998,NIC,Nicaragua,1,0,225,3,10,238,0
1998,PAK,Pakistan,1,1,0,11,600,611,0
1998,SVN,Slovenia,1,0,0,0,700,700,0
1998,TUR,Turkey,3,147,1500590,2616,88100,1591306,550000
1999,AFG,Afghanistan,1,70,60185,500,31275,91960,0
1999,DZA,Algeria,1,22,0,175,15000,15175,60929
1999,AZE,Azerbaijan,1,1,750,20,8400,9170,5000
1999,BGD,Bangladesh,1,6,0,200,15000,15200,0
1999,CHN,"China P Rep",3,0,3015800,7,21000,3036807,44000
1999,COL,Colombia,1,1186,745000,8563,452370,1205933,1857366
1999,GRC,Greece,1,143,113031,2000,108,115139,4200000
1999,GTM,Guatemala,1,2,205,40,35,280,0
1999,IND,India,1,100,372000,394,105500,477894,2000
1999,IDN,Indonesia,1,5,14000,220,2700,16920,3900
1999,IRN,"Iran Islam Rep",3,21,2870,100,4070,7040,0
1999,MEX,Mexico,3,46,137500,415,0,137915,391600
1999,PER,Peru,2,1,7000,80,1050,8130,0
1999,PHL,Philippines,1,6,150,40,0,190,1794
1999,RUS,Russia,2,1,6000,20,5240,11260,900
1999,ESP,Spain,1,0,0,20,0,20,44004
1999,TWN,"Taiwan (China)",2,2265,0,8918,100000,108918,14100800
1999,TUR,Turkey,6,17982,880000,49792,655000,1584792,21000000
1999,VUT,Vanuatu,1,12,12000,100,2000,14100,0
2000,AFG,Afghanistan,1,0,0,0,0,0,0
2000,AZE,Azerbaijan,1,31,2694,600,0,3294,10000
2000,BGD,Bangladesh,1,0,1000,0,0,1000,0
2000,CHN,"China P Rep",5,9,1814300,2791,287959,2105050,116983
2000,COL,Colombia,1,2,430,0,0,430,0
2000,GRC,Greece,1,0,600,0,0,600,0
2000,ISL,Iceland,2,0,129,1,69,199,24000
2000,IDN,Indonesia,5,149,208500,3108,58500,270108,73000
2000,IRN,"Iran Islam Rep",2,1,2500,15,500,3015,0
2000,JPN,Japan,2,1,6790,130,312,7232,500000
2000,MEX,Mexico,1,0,0,1,0,1,0
2000,NIC,Nicaragua,1,7,1785,42,5650,7477,0
2000,PNG,"Papua New Guinea",1,2,0,0,5000,5000,0
2000,RUS,Russia,1,0,0,8,19100,19108,920
2000,TJK,Tajikistan,1,0,6000,0,0,6000,0
2000,TZA,"Tanzania Uni Rep",1,1,750,6,35,791,0
2000,TUR,Turkey,2,3,24000,80,0,24080,0
2000,TKM,Turkmenistan,1,11,0,0,0,0,0
2000,USA,"United States",1,0,25000,70,104,25174,50000
2001,AFG,Afghanistan,2,4,0,20,250,270,0
2001,CHN,"China P Rep",5,8,175000,1124,327000,503124,91000
2001,SLV,"El Salvador",2,1159,1582428,8122,0,1590550,1848500
2001,GRC,Greece,1,0,300,0,0,300,0
2001,GTM,Guatemala,1,6,150,2,0,152,50
2001,IND,India,1,20005,4365000,166812,1790000,6321812,2623000
2001,IDN,Indonesia,2,0,12500,12,0,12512,0
2001,IRN,"Iran Islam Rep",1,0,1000,0,0,1000,0
2001,JPN,Japan,1,2,11100,161,0,11261,500000
2001,PAK,Pakistan,1,12,914192,100,0,914292,500
2001,PNG,"Papua New Guinea",1,0,0,1,200,201,0
2001,PER,Peru,3,151,226500,2733,124865,354098,300000
2001,TZA,"Tanzania Uni Rep",1,0,0,0,700,700,0
2001,TUR,Turkey,2,0,435,176,0,611,0
2001,USA,"United States",1,1,0,400,0,400,2000000
2002,AFG,Afghanistan,3,1200,89500,1391,10000,100891,0
2002,ARG,Argentina,1,0,500,27,200,727,0
2002,CHN,"China P Rep",2,2,65830,0,48,65878,0
2002,EGY,Egypt,1,0,250,0,0,250,0
2002,GEO,Georgia,1,6,18000,70,1086,19156,350000
2002,GRC,Greece,1,0,150,17,0,167,0
2002,IND,India,1,2,0,0,200,200,0
2002,IDN,Indonesia,4,11,11105,740,0,11845,0
2002,IRN,"Iran Islam Rep",5,230,145750,1406,0,147156,300000
2002,ITA,Italy,3,32,0,42,9500,9542,1296000
2002,PAK,Pakistan,3,39,151742,105,4000,155847,0
2002,PNG,"Papua New Guinea",2,5,4400,70,1000,5470,0
2002,PHL,Philippines,1,15,73351,100,0,73451,1714
2002,RWA,Rwanda,1,45,1535,108,0,1643,0
2002,SCG,"Serbia Montenegro",1,1,0,100,0,100,0
2002,TWN,"Taiwan (China)",1,4,300,200,0,500,25000
2002,TJK,Tajikistan,2,3,1000,50,500,1550,0
2002,TZA,"Tanzania Uni Rep",1,2,0,0,2000,2000,0
2002,TUR,Turkey,1,42,222000,327,30000,252327,95000
2002,VUT,Vanuatu,2,0,1000,3,0,1003,0
